#sslii，yrycu，chs，hig1，mwos2五行，有兩個字擠在一行
#蒼頡六代內碼表，實際共71320行
日 a
沾 eyr
㶆 eyra
湻 eyra1
滈 eyrb
&~eyrb1; eyrb1
&~eyrc; eyrc
淳 eyrd
涼 eyrf
滸 eyrj
&~eyrm; eyrm
涥 eyrn
&~eyrq; eyrq
瀼 eyrv
泸 eys
㶛 eysc
游 eysd
湤 eysd1
&~eysi; eysi
㵀 eysk
&~eysk1; eysk1
&~eysl; eysl
漩 eyso
&~eysp; eysp
&~eysu; eysu
&~eysw; eysw
&~eysw1; eysw1
淤 eysy
泣 eyt
湆 eyta
湇 eytb
&~eyte; eyte
潼 eytg
&~eyti; eyti
漳 eytj
澻 eyto
澺 eytp
涪 eytr
&~eytt; eytt
滝 eytu
滰 eytu1
&~eytu2; eytu2
淁 eytv
滝 eytv1
漓 eyub
滮 eyuh
&~eyun; eyun
汒 eyv
澭 eyvg
泫 eyvi
&~eyvo; eyvo
&~eyvq; eyvq
滀 eyvw
澟 eywd
&~eywf; eywf
滷 eywi
&~eywk; eywk
&~eywl; eywl
澶 eywm
&~eywn; eywn
瀤 eywv
滖 eywv1
㶎 eywv2
&~eywv3; eywv3
&~eywv4; eywv4
濟 eyx
濓 eyxc
&~eyxf; eyxf
&~eyxm; eyxm
&~eyxm1; eyxm1
汴 eyy
&~eyyr; eyyr
洂 eyz
滦 eyzd
湙 eyzk
湾 eyzn
㴒 eyzt
&~ey1; ey1
火 f
&~fa; fa
焻 faa
焨 fab
煴 fabt
&~fabu; fabu
&~fab1; fab1
&~faf; faf
熀 fafu
&~fagl; fagl
煋 fahm
焺 faht
煝 fahu
&~fahu1; fahu1
&~fail; fail
炟 fam
&~famg; famg
煬 famh
&~fami; fami
焊 famj
㷸 famj1
&~famk; famk
煶 famo
&~famv; famv
&~fan; fan
&~fana; fana
燗 fanb
&~fang; fang
&~fanj; fanj
燘 fank
熌 fano
燜 fanp
&~fans; fans
爛 fanw
爓 fanx
&~faoq; faoq
&~fap; fap
焬 faph
焜 fapp
㷎 fapv
燳 farf
熶 fase
&~fass; fass
爆 fate
爗 fatj
&~fau; fau
&~favf; favf
熳 fawe
&~fayc; fayc
燝 fayf
&~fayi; fayi
&~fayl; fayl
煜 fayt
&~fayv; fayv
肖 fb
熐 fbac
焩 fbb
燰 fbbe
觉 fbbhu
&~fbbhz; fbbhz
&~fbbm; fbbm
&~fbbog; fbbog
煱 fbbr
覚 fbbuu
&~fbb1; fbb1
&~fbcd; fbcd
&~fbcln; fbcln
䣔 fbcnl
烱 fbcr
栄 fbd
&~fbdhe; fbdhe
敩 fbdok
&~fbdye; fbdye
&~fbd1; fbd1
泶 fbe
㡀 fbf
䳤 fbfhz
䣣 fbfnl
敝 fbfok
坣 fbg
&~fbgb; fbgb
䣘 fbgnl
&~fbg1; fbg1
&~fbhf; fbhf
喾 fbhgr
&~fbhn; fbhn
㲂 fbhne
&~fbhn1; fbhn1
&~fbhok; fbhok
㲖 fbhqu
鸴 fbhym
鴬 fbhz
煇 fbjj
燃 fbkf
労 fbks
㷔 fbla
蛍 fbli
削 fbln
&~fblo; fblo
&~fbm; fbm
煖 fbme
尝 fbmmi
烔 fbmr
学 fbnd
烰 fbnd1
&~fbnl; fbnl
鲎 fbnwm
&~fbok; fbok
熎 fbou
&~fbp; fbp
㶲 fbq
尚 fbr
賞 fbrbc
赏 fbrbo
棠 fbrd
堂 fbrg
&~fbrhr; fbrhr
党 fbrhu
&~fbrhz; fbrhz
常 fbrlb
㦂 fbrlp
&~fbrmf; fbrmf
牚 fbrmh
瓽 fbrmn
&~fbrmp; fbrmp
䣊 fbrnl
㗬 fbrnn
&~fbrog; fbrog
敞 fbrok
嘗 fbrpa
掌 fbrq
営 fbrr
甞 fbrtm
當 fbrw
&~fbrwc; fbrwc
黨 fbrwf
&~fbrwi; fbrwi
䟫 fbryo
裳 fbryv
炯 fbr1
尙 fbr2
&~fbs; fbs
&~fbss; fbss
&~fbt; fbt
黉 fbtlc
焵 fbtu
焹 fbtv
眷 fbu
&~fbuc; fbuc
爠 fbug
&~fbuk; fbuk
䙺 fbuu
覍 fbuu1
&~fbux; fbux
峃 fbu1
&~fbvk; fbvk
&~fbwfg; fbwfg
&~fbwhz; fbwhz
爝 fbwi
劏 fbwln
熖 fbx
&~fbye; fbye
烿 fbyh
&~fb1; fb1
炂 fci
焧 fcip
&~fcis; fcis
熑 fcmc
燇 fcmi
煫 fcmo
煪 fcmw
焍 fcnh
焀 fcor
挙 fcq
举 fcq1
&~fcsh; fcsh
熷 fcwa
&~fcwj; fcwj
誉 fcymr
米 fd
&~fdad; fdad
&~fdagi; fdagi
&~fdahu; fdahu
糧 fdamg
糃 fdamh
䊓 fdamo
&~fdana; fdana
&~fdanw; fdanw
䊐 fdapp
&~fdapv; fdapv
&~fdass; fdass
粑 fdau
䊡 fdawe
&~fdbac; fdbac
粣 fdbbm
&~fdbcr; fdbcr
&~fdbdi; fdbdi
&~fdbgr; fdbgr
粗 fdbm
粡 fdbmr
粰 fdbnd
&~fdbqr; fdbqr
&~fdbsd; fdbsd
粣 fdbt
&~fdbtt; fdbtt
&~fdbuh; fdbuh
粯 fdbuu
&~fdbvk; fdbvk
&~fdc; fdc
&~fdcmo; fdcmo
&~fdcnh; fdcnh
&~fdcru; fdcru
粉 fdcsh
&~fdcye; fdcye
&~fdd; fdd
&~fddam; fddam
䊂 fddb
&~fddd; fddd
&~fdddf; fdddf
&~fdddk; fdddk
爩 fddh
&~fddhe; fddhe
&~fddhl; fddhl
籿 fddi
&~fddi1; fddi1
粖 fddj
&~fddl; fddl
&~fddln; fddln
&~fddwf; fddwf
&~fde; fde
糔 fdeii
&~fdfb; fdfb
&~fdfbf; fdfbf
糛 fdfbg
䊑 fdfbr
&~fdfbw; fdfbw
&~fdfd; fdfd
&~fdfdq; fdfdq
䊏 fdff
粆 fdfh
纇 fdfmz
䉽 fdfq
&~fdfs; fdfs
䊎 fdfsu
䊦 fdgbt
&~fdgce; fdgce
&~fdgdi; fdgdi
&~fdgi; fdgi
䊭 fdgni
&~fdgp; fdgp
糦 fdgrr
粕 fdha
䊗 fdhag
&~fdhbk; fdhbk
&~fdhbr; fdhbr
&~fdhce; fdhce
粄 fdhe
&~fdhej; fdhej
&~fdheq; fdheq
&~fdhew; fdhew
䉿 fdhfd
䊝 fdhfp
䊩 fdhfw
&~fdhgr; fdhgr
䊁 fdhgu
&~fdhhc; fdhhc
&~fdhhn; fdhhn
粁 fdhj
&~fdhjg; fdhjg
&~fdhkb; fdhkb
&~fdhl; fdhl
䉼 fdhml
&~fdhmr; fdhmr
籶 fdhn
䊃 fdhnb
糌 fdhoa
䊴 fdhoo
籷 fdhp
&~fdhqr; fdhqr
粍 fdhqu
&~fdhrf; fdhrf
粐 fdhs
糄 fdhsb
&~fdhsf; fdhsf
&~fdhuc; fdhuc
糗 fdhuk
&~fdhul; fdhul
䉻 fdhup
粺 fdhwj
糌 fdhya
&~fdhyt; fdhyt
&~fdhz; fdhz
&~fdi; fdi
粮 fdiav
糐 fdibi
&~fdicd; fdicd
&~fdici; fdici
&~fdicr; fdicr
䊳 fdicy
&~fdidd; fdidd
&~fdidi; fdidi
&~fdidr; fdidr
䊳 fdidy
粧 fdig
&~fdigi; fdigi
&~fdihf; fdihf
&~fdihj; fdihj
&~fdihp; fdihp
&~fdihr; fdihr
&~fdiht; fdiht
&~fdihu; fdihu
糝 fdiih
䊇 fdijb
&~fdiji; fdiji
&~fdike; fdike
糁 fdikh
糠 fdile
&~fdilo; fdilo
糖 fdilr
&~fdioc; fdioc
&~fdior; fdior
麊 fdip
&~fdipm; fdipm
䊌 fdipp
&~fdir; fdir
粐 fdis
糄 fdisb
䊯 fditc
&~fditf; fditf
&~fdixe; fdixe
&~fdiyr; fdiyr
籵 fdj
&~fdjbd; fdjbd
&~fdjbf; fdjbf
䊖 fdjbl
䊉 fdjd
&~fdje; fdje
&~fdjhr; fdjhr
粀 fdjk
粽 fdjmf
&~fdjmn; fdjmn
糘 fdjmo
&~fdjmu; fdjmu
&~fdjnu; fdjnu
&~fdjoa; fdjoa
&~fdjp; fdjp
䊀 fdjr
糊 fdjrb
䊜 fdjwi
&~fdjyl; fdjyl
㶬 fdj1
炔 fdk
&~fdkce; fdkce
䊛 fdkde
粏 fdki
&~fdklg; fdklg
&~fdkmr; fdkmr
類 fdkmz
&~fdkm1; fdkm1
&~fdkm2; fdkm2
粋 fdknj
&~fdkok; fdkok
&~fdkua; fdkua
类 fdk1
&~fdl; fdl
㸊 fdlc
&~fdli; fdli
䊧 fdllc
&~fdlll; fdlll
&~fdlls; fdlls
&~fdlmc; fdlmc
&~fdlq; fdlq
&~fdlsy; fdlsy
&~fdlto; fdlto
粙 fdlw
䊘 fdlwb
&~fdlwp; fdlwp
&~fdlws; fdlws
䊥 fdlx
&~fdlyd; fdlyd
䉺 fdm
粨 fdma
&~fdmam; fdmam
糥 fdmbb
&~fdmbe; fdmbe
&~fdmbk; fdmbk
粫 fdmbl
粞 fdmcw
&~fdme; fdme
&~fdmfj; fdmfj
&~fdmfm; fdmfm
&~fdmfr; fdmfr
&~fdmjk; fdmjk
粳 fdmlk
&~fdmls; fdmls
&~fdmmn; fdmmn
粝 fdmms
&~fdmn; fdmn
&~fdmob; fdmob
&~fdmoc; fdmoc
&~fdmor; fdmor
煒 fdmq
韏 fdmq1
&~fdmrb; fdmrb
&~fdmrt; fdmrt
&~fdmrw; fdmrw
&~fdms; fdms
糲 fdmtb
糣 fdmua
糎 fdmwg
䊤 fdmwj
糆 fdmws
&~fdmxm; fdmxm
&~fdmxp; fdmxp
頪 fdmz
糯 fdmzb
&~fdmzg; fdmzg
&~fdmzi; fdmzi
&~fdmzl; fdmzl
&~fdmzo; fdmzo
&~fdn; fdn
&~fdnbk; fdnbk
籽 fdnd
&~fdndt; fdndt
䊕 fdneq
粈 fdng
&~fdngg; fdngg
&~fdnhh; fdnhh
糨 fdnii
&~fdnin; fdnin
&~fdniq; fdniq
䊅 fdnir
籸 fdnj
&~fdnk; fdnk
粌 fdnl
糑 fdnmm
&~fdno; fdno
&~fdnok; fdnok
&~fdnot; fdnot
粦 fdnq
&~fdnr; fdnr
糨 fdnri
糈 fdnyb
糅 fdnzd
&~fdn1; fdn1
&~fdoar; fdoar
&~fdoav; fdoav
&~fdobt; fdobt
&~fdodi; fdodi
&~fdofo; fdofo
䊒 fdog
&~fdogf; fdogf
䊱 fdoim
&~fdoio; fdoio
敉 fdok
&~fdokq; fdokq
&~fdomd; fdomd
籺 fdon
&~fdoni; fdoni
&~fdonp; fdonp
粚 fdopd
粭 fdor
&~fdoro; fdoro
&~fdos; fdos
糇 fdosk
&~fdosl; fdosl
&~fdotf; fdotf
糩 fdowa
䊈 fdowy
&~fdoyb; fdoyb
&~fdoyk; fdoyk
粷 fdpfd
&~fdph; fdph
粅 fdphh
&~fdpk; fdpk
粃 fdpp
&~fdppa; fdppa
&~fdpt; fdpt
&~fdptd; fdptd
&~fdpu; fdpu
&~fdpuu; fdpuu
&~fdpvv; fdpvv
&~fdqau; fdqau
&~fdqd; fdqd
&~fdqhl; fdqhl
&~fdqhz; fdqhz
&~fdqkd; fdqkd
&~fdqki; fdqki
㔂 fdqln
精 fdqmb
&~fdqmc; fdqmc
&~fdqms; fdqms
&~fdqmz; fdqmz
&~fdqnd; fdqnd
鄰 fdqnl
&~fdqok; fdqok
粩 fdqp
&~fdqys; fdqys
&~fdrbc; fdrbc
&~fdrhg; fdrhg
&~fdrhl; fdrhl
&~fdrhr; fdrhr
粶 fdrme
&~fdrmg; fdrmg
&~fdrrd; fdrrd
&~fdsbe; fdsbe
粶 fdse
糏 fdsfb
&~fdsfd; fdsfd
籾 fdshh
籾 fdshi
&~fdshr; fdshr
䊊 fdshu
糮 fdsit
&~fdsj; fdsj
籾 fdsk
糮 fdsmt
粻 fdsmv
粎 fdso
&~fdsp; fdsp
&~fdsqf; fdsqf
粔 fdss
䊮 fdssg
&~fdsuu; fdsuu
&~fdta; fdta
&~fdtag; fdtag
糢 fdtak
糷 fdtaw
糤 fdtbk
糋 fdtbn
粠 fdtc
&~fdtch; fdtch
粪 fdtc1
糕 fdtgf
&~fdtgk; fdtgk
糒 fdthb
&~fdtho; fdtho
䊟 fdtlb
䊣 fdtlc
&~fdtlf; fdtlf
䊔 fdtlk
粓 fdtm
糒 fdtmb
䊣 fdtmc
糀 fdtop
&~fdtor; fdtor
糍 fdtv
糚 fdtvg
粬 fdtw
糟 fdtwa
䊪 fdtwb
&~fdtwd; fdtwd
&~fdtwi; fdtwi
&~fdtwk; fdtwk
&~fdtwt; fdtwt
&~fdtxc; fdtxc
粸 fdtz
&~fdtzl; fdtzl
糂 fdtzv
籼 fdu
糉 fduce
糭 fduc1
&~fdumb; fdumb
&~fdumt; fdumt
&~fduog; fduog
&~fduqm; fduqm
&~fduyt; fduyt
籹 fdv
&~fdvfb; fdvfb
&~fdvid; fdvid
&~fdvii; fdvii
&~fdvik; fdvik
&~fdvis; fdvis
䊋 fdvmg
&~fdvmz; fdvmz
数 fdvok
娄 fdv1
畨 fdw
糞 fdwc
&~fdwc1; fdwc1
粿 fdwd
&~fdwe; fdwe
煉 fdwf
&~fdwff; fdwff
&~fdwfg; fdwfg
粴 fdwg
&~fdwg1; fdwg1
&~fdwib; fdwib
糰 fdwji
糬 fdwla
&~fdwlg; fdwlg
&~fdwll; fdwll
&~fdwlo; fdwlo
糫 fdwlv
䊫 fdwly
&~fdwnl; fdwnl
&~fdwp; fdwp
煉 fdw1
&~fdxb; fdxb
&~fdxge; fdxge
&~fdxlh; fdxlh
&~fdxme; fdxme
&~fdxnh; fdxnh
烞 fdy
&~fdybs; fdybs
&~fdyck; fdyck
&~fdyed; fdyed
&~fdyfe; fdyfe
粇 fdyhn
糙 fdyhr
䊚 fdyh1
&~fdyib; fdyib
&~fdyij; fdyij
&~fdyiu; fdyiu
&~fdyiv; fdyiv
料 fdyj
䊞 fdyjr
&~fdyk; fdyk
粹 fdyoj
&~fdypp; fdypp
粘 fdyr
䊰 fdyra
&~fdyrv; fdyrv
&~fdysq; fdysq
粒 fdyt
&~fdyta; fdyta
糡 fdytu
&~fdyub; fdyub
&~fdywm; fdywm
炑 fd1
桊 fd2
&~fd3; fd3
&~fe; fe
&~febg; febg
&~feed; feed
&~feg; feg
&~fehv; fehv
&~feln; feln
㽊 femun
&~fenl; fenl
&~feoy; feoy
&~feuun; feuun
&~fe1; fe1
炎 ff
焇 ffb
膋 ffbb
&~ffbbr; ffbbr
覮 ffbbu
䁝 ffbb1
&~ffbb2; ffbb2
鎣 ffbc
榮 ffbd
檾 ffbdd
滎 ffbe
爣 ffbf
熒 ffbf1
塋 ffbg
&~ffbg1; ffbg1
&~ffbhd; ffbhd
&~ffbhm; ffbhm
焭 ffbhn
&~ffbho; ffbho
犖 ffbhq
鶯 ffbhz
&~ffbh1; ffbh1
&~ffbjc; ffbjc
&~ffbjj; ffbjj
&~ffbk; ffbk
憥 ffbkp
勞 ffbks
螢 ffbli
&~ffblw; ffblw
禜 ffbmf
&~ffbmg; ffbmg
瑩 ffbmi
甇 ffbmn
䃕 ffbmr
䝁 ffbmt
醟 ffbmw
&~ffbmx; ffbmx
&~ffbnd; ffbnd
煢 ffbnj
&~ffbnk; ffbnk
罃 ffbou
&~ffbr; ffbr
營 ffbrr
䎕 ffbss
&~ffbtt; ffbtt
嵤 ffbu
覢 ffbuu
&~ffbu1; ffbu1
嫈 ffbv
縈 ffbvf
㽦 ffbw
䪯 ffbya
&~ffbyj; ffbyj
謍 ffbyr
褮 ffbyv
&~ffb1; ffb1
&~ffc; ffc
&~ffd; ffd
燐 ffdq
&~ffdv; ffdv
燮 ffe
焱 fff
燊 fffd
爃 fffd1
&~fffd2; fffd2
燚 ffff
&~fffg; fffg
&~fffi; fffi
&~fffnl; fffnl
歘 fffno
&~fffr; fffr
&~fffs; fffs
㷋 fff1
尛 fff2
爕 fff3
㸉 fff4
烾 ffg
炒 ffh
夑 ffhe
&~ffhjr; ffhjr
&~ffhne; ffhne
飊 ffhni
&~ffhn1; ffhn1
㲜 ffhqu
㲭 ffhq1
&~ffhsx; ffhsx
鶑 ffhz
&~ffje; ffje
&~ffjmf; ffjmf
&~ffjv; ffjv
剡 ffln
颣 ffmbo
&~ffmbp; ffmbp
&~ffmj; ffmj
&~ffmjr; ffmjr
&~ffmow; ffmow
&~ffmrb; ffmrb
&~ffmu; ffmu
顃 ffmz
&~ffnau; ffnau
㷥 ffnem
㷀 ffnj
&~ffnk; ffnk
郯 ffnl
欻 ffno
㷠 ffnq
熦 ffog
&~ffok; ffok
㥕 ffp
&~ffql; ffql
&~ffs; ffs
&~ffshx; ffshx
&~ffss; ffss
&~ffsu; ffsu
&~fftjr; fftjr
&~ffuln; ffuln
顲 ffwmz
&~ffwm1; ffwm1
&~ffwnl; ffwnl
敥 ffye
&~ffyf; ffyf
&~ffyht; ffyht
&~ffyhv; ffyhv
虩 ffypn
虩 ffypu
 ffyp1
 ffyp2
煔 ffyr
&~ffyw; ffyw
炏 ff1
氺 ff2
灶 fg
&~fgbt; fgbt
&~fgce; fgce
烓 fgg
&~fggg; fggg
&~fggp; fggp
燒 fggu
&~fgi; fgi
&~fgihz; fgihz
熆 fgit
&~fglbk; fglbk
&~fgli; fgli
&~fglk; fglk
燽 fgni
㷯 fgqkq
&~fgr; fgr
&~fgrf; fgrf
&~fgrg; fgrg
熺 fgrr
&~fgrr1; fgrr1
&~fgsk; fgsk
焃 fgz
爀 fgzz
尘 fg1
少 fh
&~fha; fha
&~fhaa; fhaa
&~fhaf; fhaf
煌 fhag
㸅 fhal
&~fhap; fhap
&~fhar; fhar
㝸 fhau
燠 fhbk
&~fhbr; fhbr
&~fhbs; fhbs
&~fhbs1; fhbs1
烅 fhbt
省 fhbu
㶶 fhbv
烐 fhby
炿 fhby1
&~fhce; fhce
秌 fhd
&~fhda; fhda
煍 fhdf
&~fhdl; fhdl
熪 fhdn
&~fhdv; fhdv
䅈 fhd1
炍 fhe
烽 fhej
&~fhem; fhem
&~fheq; fheq
烙 fher
炵 fhey
烀 fhfd
&~fhfp; fhfp
爋 fhfs
燔 fhfw
焅 fhgr
㷲 fhgs
烍 fhgu
㸆 fhgy
&~fhhe; fhhe
&~fhhl; fhhl
毟 fhhu
熘 fhhw
䲵 fhhz
&~fhio; fhio
&~fhjd; fhjd
煅 fhje
燻 fhjf
煄 fhjg
&~fhjr; fhjr
&~fhjx; fhjx
燆 fhkb
㶺 fhkr
劣 fhks
&~fhln; fhln
焮 fhlo
&~fhlq; fhlq
&~fhlx; fhlx
炘 fhml
&~fhmy; fhmy
&~fhn; fhn
炈 fhne
煈 fhni
&~fhni1; fhni1
&~fhnl; fhnl
&~fhno; fhno
鼡 fhnq
㝹 fhnu
&~fhob; fhob
&~fhoi; fhoi
烆 fhon
&~fhop; fhop
&~fhor; fhor
灹 fhp
㥹 fhp1
牶 fhq
&~fhqm; fhqm
&~fhqr; fhqr
㸆 fhqy
&~fhrau; fhrau
熓 fhrf
㷆 fhrj
炉 fhs
焔 fhsa
煸 fhsb
&~fhsf; fhsf
&~fhsf1; fhsf1
&~fhsf2; fhsf2
&~fhsi; fhsi
燩 fhsk
&~fhsl; fhsl
煽 fhss
熩 fhsu
焰 fhsx
&~fht; fht
&~fhtbo; fhtbo
灮 fhu
焝 fhua
&~fhuc; fhuc
&~fhuk; fhuk
&~fhunl; fhunl
熄 fhup
烁 fhvd
㶯 fhvl
&~fhvm; fhvm
&~fhwi; fhwi
焷 fhwj
熜 fhwp
&~fhwr; fhwr
&~fhws; fhws
&~fhz; fhz
䲴 fhz1
&~fi; fi
烺 fiav
飬 fiav1
煿 fibi
&~fibp; fibp
焌 fice
&~ficy; ficy
炢 fid
&~fidd; fidd
&~fidy; fidy
&~fife; fife
&~fifm; fifm
&~fih; fih
&~fihc; fihc
&~fihf; fihf
&~fihp; fihp
煘 fihr
&~fiib; fiib
&~fiih; fiih
&~fiil; fiil
&~fiip; fiip
&~fiit; fiit
&~fij; fij
烳 fijb
炢 fijc
&~fijc1; fijc1
炦 fike
&~fikf; fikf
炦 fikk
&~fikp; fikp
&~filb; filb
&~file; file
&~fili; fili
蠽 filii
焿 filo
煻 filr
&~finmn; finmn
㶼 fiok
爊 fipf
&~fipg; fipg
烒 fipm
&~fipp; fipp
炲 fir
㷘 fird
&~firm; firm
&~firp; firp
炉 fis
煸 fisb
煽 fiss
熩 fisu
&~fit; fit
爌 fitc
燫 fitc1
熫 fitf
&~fivb; fivb
&~fivl; fivl
熝 fixp
&~fiyd; fiyd
&~fjbc; fjbc
㶿 fjbd
&~fjbf; fjbf
煵 fjbl
&~fjbm; fjbm
㷝 fjck
焢 fjcm
焪 fjcn
熔 fjcr
&~fjdi; fjdi
&~fjdk; fjdk
&~fjds; fjds
&~fjfc; fjfc
烢 fjhp
&~fjhq; fjhq
&~fjhw; fjhw
戦 fji
&~fjil; fjil
&~fjjl; fjjl
爎 fjkf
&~fjki; fjki
&~fjmf; fjmf
煊 fjmm
&~fjmn; fjmn
&~fjmo; fjmo
烷 fjmu
焥 fjnp
焥 fjnu
&~fjog; fjog
炨 fjp
&~fjpn; fjpn
烧 fjpu
&~fjr; fjr
煳 fjrb
熍 fjrr
&~fjt; fjt
燌 fjtc
焼 fjtu
&~fjv; fjv
&~fjwi; fjwi
&~fjwj; fjwj
&~fjwp; fjwp
㶱 fjz
尖 fk
暼 fka
&~fka1; fka1
烠 fkb
鼈 fkbaa
瞥 fkbu
&~fkbuc; fkbuc
&~fkb1; fkb1
鐅 fkc
燎 fkcf
烣 fkf
尜 fkf1
&~fkf2; fkf2
&~fkg; fkg
煃 fkgg
龞 fkhbs
氅 fkhqu
鷩 fkhz
&~fkihu; fkihu
獘 fkik
&~fkk; fkk
烯 fkkb
&~fkkb1; fkkb1
&~fkks; fkks
&~fkks1; fkks1
幣 fklb
幤 fklb1
&~fkld; fkld
&~fklg; fklg
蟞 fkli
㷈 fklu
㷈 fklv
&~fkmb; fkmb
斃 fkmnp
&~fkmun; fkmun
&~fkmwg; fkmwg
彆 fkn
&~fknba; fknba
鱉 fknwf
鳖 fknwm
&~fknxu; fknxu
&~fkn1; fkn1
㶢 fkn2
䨆 fkog
憋 fkp
&~fkp1; fkp1
撆 fkq
鄨 fkrau
蹩 fkryo
劵 fks
熁 fksb
燲 fksc
&~fksh; fksh
&~fksj; fksj
&~fksks; fksks
&~fksqf; fksqf
㶸 fkss
&~fks1; fks1
弊 fkt
&~fktc; fktc
㢢 fkt1
&~fkus; fkus
嫳 fkv
炼 fkvd
䌘 fkvif
&~fkyhv; fkyhv
&~fkyk; fkyk
帣 flb
炴 flbk
㶩 flbu
烛 fli
爞 flii
&~flit; flit
䖭 fli1
奍 fll
&~flll; flll
炥 flln
&~fllp; fllp
&~flmc; flmc
燼 flmt
灲 fln
烪 flo
&~flpb; flpb
&~flq; flq
焖 flsp
&~flsy; flsy
㸁 fltd
爜 flte
&~flto; flto
烑 fluo
熡 flwv
熽 flx
灴 fm
㷞 fmad
烜 fmam
&~fmav; fmav
熕 fmbc
&~fmbj; fmbj
煗 fmbk
&~fmbl; fmbl
烦 fmbo
兴 fmc
&~fmcw; fmcw
&~fmcw1; fmcw1
焐 fmdr
&~fme; fme
㶹 fme1
炋 fmf
&~fmfb; fmfb
&~fmfj; fmfj
&~fmfm; fmfm
&~fmf1; fmf1
&~fmg; fmg
&~fmgc; fmgc
&~fmge; fmge
&~fmgk; fmgk
㷧 fmhf
爏 fmhx
&~fmia; fmia
&~fmig; fmig
㶥 fmj
&~fmjs; fmjs
&~fmjx; fmjx
㶺 fmkr
&~fmks; fmks
&~fmlk; fmlk
䄅 fmmf
&~fmmf1; fmmf1
厳 fmmjk
&~fmms; fmms
灯 fmn
&~fmnf; fmnf
厳 fmnjk
&~fmnmz; fmnmz
&~fmnn; fmnn
炣 fmnr
炳 fmob
&~fmog; fmog
&~fmop; fmop
&~fmpx; fmpx
炻 fmr
&~fmrb; fmrb
&~fmrt; fmrt
&~fmrt1; fmrt1
煏 fmrw
&~fms; fms
豢 fmso
烼 fmso1
煽 fmss
爄 fmtb
&~fmto; fmto
光 fmu
熸 fmua
&~fmua1; fmua1
&~fmue; fmue
&~fmuhz; fmuhz
&~fmumz; fmumz
&~fmun; fmun
&~fmuok; fmuok
&~fmuye; fmuye
&~fmvh; fmvh
&~fmvi; fmvi
烴 fmvm
&~fmwd; fmwd
熛 fmwf
煙 fmwg
㷑 fmwg1
燂 fmwj
&~fmwk; fmwk
&~fmwl; fmwl
&~fmwm; fmwm
炡 fmx
&~fmxf; fmxf
煩 fmz
燸 fmzb
㸌 fmzg
燯 fmzi
燯 fmzl
爧 fmzo
&~fmzw; fmzw
&~fm1; fm1
弮 fn
觠 fnbg
&~fnbg1; fnbg1
&~fnbg2; fnbg2
煥 fnbk
焕 fnbk1
觠 fnbq
&~fnbq1; fnbq1
&~fnbq2; fnbq2
&~fnd; fnd
&~fndu; fndu
&~fnd1; fnd1
烶 fneg
&~fnem; fnem
煡 fneq
烻 fnex
炄 fng
&~fngg; fngg
&~fnh; fnh
&~fnhe; fnhe
炀 fnhh
鵥 fnhz
㶤 fni
㷁 fnib
&~fnif; fnif
&~fnig; fnig
㶴 fnin
&~fniw; fniw
&~fnkf; fnkf
邩 fnl
&~fnla; fnla
&~fnlo; fnlo
&~fnlq; fnlq
炊 fno
&~fnoe; fnoe
&~fnof; fnof
烃 fnom
燈 fnot
揱 fnq
&~fnqd; fnqd
&~fnri; fnri
&~fnsp; fnsp
&~fnuu; fnuu
&~fnvif; fnvif
&~fnwa; fnwa
&~fnwe; fnwe
&~fnwe1; fnwe1
鮝 fnwf
鲞 fnwm
焰 fnx
&~fnxu; fnxu
&~fnxu1; fnxu1
&~fnyr; fnyr
㶦 fnz
燏 fnzb
煣 fnzd
&~fn1; fn1
尐 fo
&~foae; foae
熗 foar
餋 foav
㶧 fob
&~fobg; fobg
㷍 fobt
烌 fod
&~fofm; fofm
雀 fog
燋 fogf
㷪 fogh
&~fogs; fogs
焳 fog1
&~fog2; fog2
&~fohh; fohh
&~foim; foim
&~foju; foju
炇 fok
&~fokq; fokq
炌 foll
&~fomd; fomd
烇 fomg
烩 fomi
&~fomm; fomm
熂 fond
炩 foni
焾 fonp
焓 fonr
&~foog; foog
&~fook; fook
&~foop; foop
䶴 foorb
&~foos; foos
炛 fop
炧 fopd
烨 fopj
&~fop1; fop1
烚 for
爚 forb
&~ford; ford
&~forn; forn
㷿 foro
&~forr; forr
熻 fors
炸 fos
炩 fosl
炝 fosu
㷻 fotf
燴 fowa
烸 fowy
&~fp; fp
㶷 fpa
&~fpa1; fpa1
&~fpbc; fpbc
灺 fpd
&~fph; fph
&~fphh; fphh
&~fphp; fphp
灼 fpi
&~fpim; fpim
㷓 fpkp
灼 fpm
&~fpmm; fpmm
煯 fppa
&~fppj; fppj
炮 fpru
&~fpsh; fpsh
炮 fpsu
煠 fptd
炖 fpu
&~fpuk; fpuk
煼 fpuu
半 fq
&~fqa; fqa
&~fqae; fqae
&~fqaf; fqaf
&~fqav; fqav
䚏 fqbuu
&~fqd; fqd
&~fqdi; fqdi
&~fqgce; fqgce
叛 fqhe
&~fqhf; fqhf
&~fqhhi; fqhhi
&~fqhk; fqhk
&~fqhl; fqhl
斴 fqhml
炐 fqj
&~fqjp; fqjp
&~fqjr; fqjr
&~fqkk; fqkk
&~fqkq; fqkq
判 fqln
叛 fqme
&~fqmf; fqmf
&~fqms; fqms
甐 fqmun
頖 fqmz
&~fqnd; fqnd
&~fqnn; fqnn
&~fqo; fqo
&~fqoa; fqoa
㸇 fqoc
